"","industry","race_gender","employ_n","year"
"674","Durable goods","TOTAL",17000,2019
"675","Durable goods","TOTAL",106000,2019
"676","Durable goods","TOTAL",341000,2019
"677","Durable goods","TOTAL",765000,2019
"678","Durable goods","TOTAL",4000,2019
"679","Durable goods","TOTAL",241000,2019
"680","Durable goods","TOTAL",443000,2019
"681","Durable goods","TOTAL",3955000,2019
"682","Durable goods","TOTAL",676000,2019
"683","Nondurable goods","TOTAL",1094000,2019
"684","Nondurable goods","TOTAL",639000,2019
"685","Nondurable goods","TOTAL",12000,2019
"686","Nondurable goods","TOTAL",126000,2019
"687","Nondurable goods","TOTAL",267000,2019
"688","Nondurable goods","TOTAL",510000,2019
"689","Nondurable goods","TOTAL",46000,2019
"690","Nondurable goods","TOTAL",59000,2019
"691","Nondurable goods","TOTAL",263000,2019
"692","Nondurable goods","TOTAL",2196000,2019
"693","Nondurable goods","TOTAL",559000,2019
"694","Wholesale and retail trade","TOTAL",1455000,2019
"695","Wholesale and retail trade","TOTAL",1156000,2019
"696","Wholesale and retail trade","TOTAL",57000,2019
"697","Wholesale and retail trade","TOTAL",658000,2019
"698","Wholesale and retail trade","TOTAL",9759000,2019
"699","Wholesale and retail trade","TOTAL",3096000,2019
"700","Wholesale and retail trade","TOTAL",58000,2019
"701","Wholesale and retail trade","TOTAL",98000,2019
"702","Wholesale and retail trade","TOTAL",718000,2019
"703","Wholesale and retail trade","TOTAL",566000,2019
"704","Wholesale and retail trade","TOTAL",2121000,2019
"705","Wholesale trade","TOTAL",518000,2019
"706","Wholesale trade","TOTAL",170000,2019
"707","Wholesale trade","TOTAL",7000,2019
"708","Wholesale trade","TOTAL",46000,2019
"709","Wholesale trade","TOTAL",1309000,2019
"710","Wholesale trade","TOTAL",525000,2019
"711","Wholesale trade","TOTAL",40000,2019
"712","Wholesale trade","TOTAL",23000,2019
"713","Wholesale trade","TOTAL",128000,2019
"714","Wholesale trade","TOTAL",113000,2019
"715","Wholesale trade","TOTAL",646000,2019
"716","Retail trade","TOTAL",937000,2019
"717","Retail trade","TOTAL",986000,2019
"718","Retail trade","TOTAL",50000,2019
"719","Retail trade","TOTAL",612000,2019
"720","Retail trade","TOTAL",8450000,2019
"721","Retail trade","TOTAL",2572000,2019
"722","Retail trade","TOTAL",19000,2019
"723","Retail trade","TOTAL",74000,2019
"724","Retail trade","TOTAL",590000,2019
"725","Retail trade","TOTAL",452000,2019
"726","Retail trade","TOTAL",1475000,2019
"727","Transportation and utilities","TOTAL",933000,2019
"728","Transportation and utilities","TOTAL",410000,2019
"729","Transportation and utilities","TOTAL",42000,2019
"730","Transportation and utilities","TOTAL",142000,2019
"731","Transportation and utilities","TOTAL",136000,2019
"732","Transportation and utilities","TOTAL",1888000,2019
"733","Transportation and utilities","TOTAL",7000,2019
"734","Transportation and utilities","TOTAL",178000,2019
"735","Transportation and utilities","TOTAL",518000,2019
"736","Transportation and utilities","TOTAL",405000,2019
"737","Transportation and utilities","TOTAL",4332000,2019
"738","Information","TOTAL",566000,2019
"739","Information","TOTAL",1123000,2019
"740","Information","TOTAL",9000,2019
"741","Information","TOTAL",76000,2019
"742","Information","TOTAL",267000,2019
"743","Information","TOTAL",375000,2019
"744","Information","TOTAL",0,2019
"745","Information","TOTAL",16000,2019
"746","Information","TOTAL",254000,2019
"747","Information","TOTAL",31000,2019
"748","Information","TOTAL",46000,2019
"749","Financial activities","TOTAL",4646000,2019
"750","Financial activities","TOTAL",1042000,2019
"751","Financial activities","TOTAL",58000,2019
"752","Financial activities","TOTAL",277000,2019
"753","Financial activities","TOTAL",2318000,2019
"754","Financial activities","TOTAL",2048000,2019
"755","Financial activities","TOTAL",0,2019
"756","Financial activities","TOTAL",57000,2019
"757","Financial activities","TOTAL",186000,2019
"758","Financial activities","TOTAL",38000,2019
"759","Financial activities","TOTAL",95000,2019
"760","Professional and business services","TOTAL",5224000,2019
"761","Professional and business services","TOTAL",6639000,2019
"762","Professional and business services","TOTAL",606000,2019
"763","Professional and business services","TOTAL",2867000,2019
"764","Professional and business services","TOTAL",681000,2019
"765","Professional and business services","TOTAL",2273000,2019
"766","Professional and business services","TOTAL",12000,2019
"767","Professional and business services","TOTAL",152000,2019
"768","Professional and business services","TOTAL",269000,2019
"769","Professional and business services","TOTAL",302000,2019
"770","Professional and business services","TOTAL",582000,2019
"771","Education and health services","TOTAL",3572000,2019
"772","Education and health services","TOTAL",20263000,2019
"773","Education and health services","TOTAL",164000,2019
"774","Education and health services","TOTAL",7336000,2019
"775","Education and health services","TOTAL",110000,2019
"776","Education and health services","TOTAL",3548000,2019
"777","Education and health services","TOTAL",5000,2019
"778","Education and health services","TOTAL",87000,2019
"779","Education and health services","TOTAL",213000,2019
"780","Education and health services","TOTAL",172000,2019
"781","Education and health services","TOTAL",424000,2019
"782","Leisure and hospitality","TOTAL",2121000,2019
"783","Leisure and hospitality","TOTAL",1016000,2019
"784","Leisure and hospitality","TOTAL",206000,2019
"785","Leisure and hospitality","TOTAL",8746000,2019
"786","Leisure and hospitality","TOTAL",1123000,2019
"787","Leisure and hospitality","TOTAL",770000,2019
"788","Leisure and hospitality","TOTAL",6000,2019
"789","Leisure and hospitality","TOTAL",42000,2019
"790","Leisure and hospitality","TOTAL",113000,2019
"791","Leisure and hospitality","TOTAL",130000,2019
"792","Leisure and hospitality","TOTAL",369000,2019
"793","Other services","TOTAL",739000,2019
"794","Other services","TOTAL",977000,2019
"795","Other services","TOTAL",14000,2019
"796","Other services","TOTAL",3001000,2019
"797","Other services","TOTAL",396000,2019
"798","Other services","TOTAL",650000,2019
"799","Other services","TOTAL",4000,2019
"800","Other services","TOTAL",18000,2019
"801","Other services","TOTAL",1061000,2019
"802","Other services","TOTAL",459000,2019
"803","Other services","TOTAL",298000,2019
"804","Other services, except private households","TOTAL",733000,2019
"805","Other services, except private households","TOTAL",971000,2019
"806","Other services, except private households","TOTAL",14000,2019
"807","Other services, except private households","TOTAL",2209000,2019
"808","Other services, except private households","TOTAL",395000,2019
"809","Other services, except private households","TOTAL",646000,2019
"810","Other services, except private households","TOTAL",4000,2019
"811","Other services, except private households","TOTAL",14000,2019
"812","Other services, except private households","TOTAL",1061000,2019
"813","Other services, except private households","TOTAL",457000,2019
"814","Other services, except private households","TOTAL",291000,2019
"815","Private households","TOTAL",6000,2019
"816","Private households","TOTAL",5000,2019
"817","Private households","TOTAL",0,2019
"818","Private households","TOTAL",792000,2019
"819","Private households","TOTAL",1000,2019
"820","Private households","TOTAL",4000,2019
"821","Private households","TOTAL",0,2019
"822","Private households","TOTAL",3000,2019
"823","Private households","TOTAL",0,2019
"824","Private households","TOTAL",2000,2019
"825","Private households","TOTAL",7000,2019
"826","Public administration","TOTAL",1397000,2019
"827","Public administration","TOTAL",1849000,2019
"828","Public administration","TOTAL",1902000,2019
"829","Public administration","TOTAL",375000,2019
"830","Public administration","TOTAL",37000,2019
"831","Public administration","TOTAL",1194000,2019
"832","Public administration","TOTAL",16000,2019
"833","Public administration","TOTAL",109000,2019
"834","Public administration","TOTAL",156000,2019
"835","Public administration","TOTAL",73000,2019
"836","Public administration","TOTAL",118000,2019
"837","Agriculture and related","Men",745000,2019
"838","Agriculture and related","Men",28000,2019
"839","Agriculture and related","Men",13000,2019
"840","Agriculture and related","Men",62000,2019
"841","Agriculture and related","Men",8000,2019
"842","Agriculture and related","Men",14000,2019
"843","Agriculture and related","Men",774000,2019
"844","Agriculture and related","Men",12000,2019
"845","Agriculture and related","Men",26000,2019
"846","Agriculture and related","Men",32000,2019
"847","Agriculture and related","Men",76000,2019
"848","Mining, quarrying, and oil and gas extraction","Men",115000,2019
"849","Mining, quarrying, and oil and gas extraction","Men",104000,2019
"850","Mining, quarrying, and oil and gas extraction","Men",2000,2019
"851","Mining, quarrying, and oil and gas extraction","Men",2000,2019
"852","Mining, quarrying, and oil and gas extraction","Men",8000,2019
"853","Mining, quarrying, and oil and gas extraction","Men",26000,2019
"854","Mining, quarrying, and oil and gas extraction","Men",0,2019
"855","Mining, quarrying, and oil and gas extraction","Men",205000,2019
"856","Mining, quarrying, and oil and gas extraction","Men",52000,2019
"857","Mining, quarrying, and oil and gas extraction","Men",39000,2019
"858","Mining, quarrying, and oil and gas extraction","Men",79000,2019
"859","Construction","Men",1948000,2019
"860","Construction","Men",235000,2019
"861","Construction","Men",17000,2019
"862","Construction","Men",31000,2019
"863","Construction","Men",83000,2019
"864","Construction","Men",82000,2019
"865","Construction","Men",4000,2019
"866","Construction","Men",6822000,2019
"867","Construction","Men",572000,2019
"868","Construction","Men",152000,2019
"869","Construction","Men",259000,2019
"870","Manufacturing","Men",1872000,2019
"871","Manufacturing","Men",1781000,2019
"872","Manufacturing","Men",25000,2019
"873","Manufacturing","Men",159000,2019
"874","Manufacturing","Men",397000,2019
"875","Manufacturing","Men",510000,2019
"876","Manufacturing","Men",22000,2019
"877","Manufacturing","Men",283000,2019
"878","Manufacturing","Men",673000,2019
"879","Manufacturing","Men",4423000,2019
"880","Manufacturing","Men",966000,2019
"881","Durable goods","Men",1207000,2019
"882","Durable goods","Men",1361000,2019
"883","Durable goods","Men",16000,2019
"884","Durable goods","Men",81000,2019
"885","Durable goods","Men",246000,2019
"886","Durable goods","Men",312000,2019
"887","Durable goods","Men",4000,2019
"888","Durable goods","Men",228000,2019
"889","Durable goods","Men",421000,2019
"890","Durable goods","Men",3029000,2019
"891","Durable goods","Men",560000,2019
"892","Nondurable goods","Men",666000,2019
"893","Nondurable goods","Men",419000,2019
"894","Nondurable goods","Men",10000,2019
"895","Nondurable goods","Men",78000,2019
"896","Nondurable goods","Men",151000,2019
"897","Nondurable goods","Men",197000,2019
"898","Nondurable goods","Men",18000,2019
"899","Nondurable goods","Men",55000,2019
"900","Nondurable goods","Men",253000,2019
"901","Nondurable goods","Men",1394000,2019
"902","Nondurable goods","Men",406000,2019
"903","Wholesale and retail trade","Men",837000,2019
"904","Wholesale and retail trade","Men",516000,2019
"905","Wholesale and retail trade","Men",37000,2019
"906","Wholesale and retail trade","Men",303000,2019
"907","Wholesale and retail trade","Men",5038000,2019
"908","Wholesale and retail trade","Men",1377000,2019
"909","Wholesale and retail trade","Men",29000,2019
"910","Wholesale and retail trade","Men",92000,2019
